signal,target,ic_1d,ic_5d,ic_20d,ic_20d_neutral_spy,ic_rolling_60d_mean,quintile_spread_20d,quintile_spread_20d_neutral,leakage_risk
flow_dv_zscore_XLK,XLE,-0.047087153373172916,0.24039660572037477,0.11349497323743948,0.12573293647245185,0.10929900118453957,0.01577687778210338,0.011043025111300578,LOW
flow_abnormal_vol_XLF,SPY,0.08072956092701676,-0.0013831819422244747,-0.18246445497630334,-0.17997470650604874,-0.01758602535792107,-0.021101218734227555,-0.018091291706980994,LOW
flow_abnormal_vol_XLF,QQQ,0.05071469256014537,-0.01429080087845828,-0.21570240543682376,-0.2141745762062314,-0.08088942834998027,-0.03708877478430954,-0.0322307560585783,LOW
flow_abnormal_vol_XLF,IWM,0.07555744047105353,-0.11780021571608644,-0.18390797256039146,-0.17963235012327386,-0.10019522966906014,-0.027151620234476818,-0.025029338428685398,LOW
flow_abnormal_vol_XLF,XLK,0.036322705204421546,-0.06414876612997544,-0.22669868805968246,-0.22665014499048303,-0.11710891914420675,-0.05110891305075352,-0.044815324435911824,LOW
flow_abnormal_vol_XLF,XLF,0.08748914152790403,-0.1184135771185009,-0.07959274919840063,-0.06960565143521417,0.003408110440034505,-0.007187460675897612,-0.005593539039837535,LOW
flow_abnormal_vol_XLF,XLE,-0.1546504007066562,0.10777019739321403,0.2299101953219811,0.233883062301197,0.20450417513636832,0.02293928530199483,0.020481911283239618,LOW
flow_dv_zscore_XLF,SPY,0.10571532132192848,0.027752524268059724,-0.16560468057383015,-0.1622628734942068,-0.012477515684181276,-0.01956443977599992,-0.017093853596078682,LOW
flow_dv_zscore_XLF,QQQ,0.07577343863654856,0.014103673670942002,-0.19998722550810544,-0.19764949349139638,-0.06857533525394482,-0.03253841040504909,-0.030148816882565547,LOW
flow_dv_zscore_XLF,IWM,0.09290830680616136,-0.08515379517367744,-0.17087671337872537,-0.16607222697717197,-0.09063007268100791,-0.0265410628065552,-0.021586189922693455,LOW
flow_dv_zscore_XLF,XLK,0.060634827485026827,-0.03697789559861214,-0.21181385010411213,-0.21141400850781164,-0.10701218174639159,-0.04535649930109916,-0.042691326357429955,LOW
flow_dv_zscore_XLF,XLF,0.09710944575498454,-0.10585006432497758,-0.08365376017168918,-0.07230617902172942,-0.002323013702636691,-0.006651133600569188,-0.003834093027363451,LOW
